Email_ID,Email_Type,Subject_Hotness_Score,Email_Source_Type,Customer_Location,Email_Campaign_Type,Total_Past_Communications,Time_Email_sent_Category,Word_Count,Total_Links,Total_Images,Email_Status
EMA00081105106530,1,2.4,1,,2,26,2,484,14,3,1
EMA00081105251500,1,0.3,2,E,3,15,1,789,9,5,0
EMA00081105263980,1,0.3,1,G,3,20,2,812,11,8,0
EMA00081106143410,1,1.6,1,B,2,,1,253,6,0,1
EMA00081106345710,1,0.3,1,D,3,,1,789,6,0,0
EMA00081106711150,2,0.1,2,,3,,3,524,8,0,0
EMA00081106917160,2,0.2,1,E,3,15,2,1296,,1,0
EMA00081106998320,1,1.7,1,G,2,36,2,416,,0,1
EMA00081107746090,1,0,1,G,1,0,2,1061,1,0,1
EMA00081107869120,1,0.1,1,G,3,21,2,962,11,10,0
EMA00081107889120,2,0,2,F,1,0,2,855,1,0,1
EMA00081107997350,1,0.1,1,B,3,53,3,610,14,9,1
EMA00081108090630,2,0,1,G,3,25,3,1262,14,6,0
EMA00081108231600,1,0.7,1,D,2,40,2,462,11,0,1
EMA00081108430070,2,0.3,1,G,3,29,2,694,5,0,0
EMA00081108742530,1,1.2,1,B,2,45,1,550,6,0,1
EMA00081108766740,1,0,1,G,3,17,2,987,21,2,0
EMA00081109430750,1,0.1,1,D,3,30,2,744,2,0,0
EMA00081109763250,1,0.1,2,,3,43,2,593,11,0,1
EMA00081109980410,1,0.3,1,E,3,42,3,1038,16,12,0
EMA00081110042960,1,0.2,2,D,1,0,1,542,1,0,1
EMA00081110278180,1,0.2,1,G,3,38,3,796,16,8,0
EMA00081110415550,1,0,2,,3,33,1,842,8,4,0
EMA00081110561970,2,0.2,1,A,3,55,1,311,16,3,0
EMA00081110592740,2,0.2,2,C,3,24,3,987,9,0,0
EMA00081110681430,2,0.2,1,E,3,,2,673,21,14,1
EMA00081110704950,1,1.6,1,G,2,35,3,314,31,20,1
EMA00081111037170,2,0.1,2,C,3,,2,868,11,0,0
EMA00081111227790,2,0.1,1,G,3,45,3,962,3,0,0
EMA00081111729240,2,0.3,1,F,3,18,2,694,6,0,0
EMA00081111773140,1,0.2,1,E,3,30,3,673,11,4,1
EMA00081111925900,1,0,1,C,3,35,2,649,11,8,1
EMA00081112259570,1,0.1,2,G,3,,2,662,8,6,0
EMA00081112709250,2,0,2,E,3,6,2,982,6,0,0
EMA00081112977240,1,0.1,1,,3,40,2,700,11,0,1
EMA00081112997520,2,0.1,1,G,3,30,2,40,4,2,0
EMA00081113255700,1,0.3,2,,3,40,2,988,11,1,1
EMA00081113318090,1,0.2,1,,3,50,2,721,10,9,0
EMA00081113334170,2,0.2,2,C,3,37,2,504,11,1,0
EMA00081113404100,1,0,1,D,3,36,2,1140,4,0,1
EMA00081113901070,1,1.1,2,B,2,44,2,470,8,0,1
EMA00081114022020,2,0.1,1,G,3,53,2,610,11,,1
EMA00081114478410,1,1.5,1,C,2,29,1,655,21,8,1
EMA00081114535860,2,0.3,2,E,3,46,2,653,5,0,1
EMA00081115069070,1,0.2,2,,3,42,2,610,9,0,1
EMA00081115085300,2,1.2,1,E,2,23,2,623,6,0,1
EMA00081115169930,1,0.2,1,E,3,30,1,220,4,0,0
EMA00081115382720,1,2.6,2,,2,20,3,542,16,,1
EMA00081115662790,1,0,2,F,3,,2,655,16,7,0
EMA00081116087990,1,0.2,1,,3,48,2,578,11,0,1
EMA00081116383290,2,0.2,1,,3,25,3,339,6,,0
EMA00081116726900,1,1.2,2,,2,37,2,458,16,5,1
EMA00081117069570,1,1.5,1,,2,35,2,524,14,2,1
EMA00081117226650,2,0.1,1,E,3,51,3,694,9,8,0
EMA00081117245010,2,0.3,2,G,3,,3,458,4,0,0
EMA00081117577310,1,0.2,1,E,3,55,2,550,16,1,0
EMA00081117742190,1,1.7,1,A,2,55,2,40,,5,1
EMA00081118053940,1,0.7,2,C,2,57,2,314,6,0,1
EMA00081118906560,1,0.2,2,C,3,35,1,962,16,7,1
EMA00081119109650,2,0.3,2,D,3,40,1,904,26,8,0
EMA00081119198200,1,0.3,1,G,3,41,2,827,11,0,0
EMA00081119391960,1,3.5,2,G,2,22,3,470,9,0,1
EMA00081119777020,2,0.3,1,B,3,39,2,741,4,3,0
EMA00081119778720,1,0.2,1,E,3,,2,1216,6,0,0
EMA00081119933180,2,0.2,2,G,3,47,1,521,16,4,0
EMA00081119987150,2,0,2,B,3,34,2,684,26,25,1
EMA00081120148050,1,4.6,2,G,2,14,3,40,,4,1
EMA00081120279750,2,0.1,1,B,3,19,2,855,4,,0
EMA00081120449820,1,0.3,1,G,3,58,2,251,21,7,1
EMA00081120477870,2,0.2,2,G,3,16,2,841,11,0,0
EMA00081120591300,2,0.1,1,G,3,9,2,1241,2,0,0
EMA00081120917100,1,0.3,1,G,3,43,3,655,9,0,0
EMA00081121206800,1,0.1,1,G,3,45,2,962,6,0,1
EMA00081121292560,2,0.2,2,G,3,41,2,1038,9,0,1
EMA00081122960720,1,0.2,1,D,3,35,2,99,4,0,0
EMA00081123007940,1,0.3,2,C,3,34,1,1014,14,11,0
EMA00081123191020,2,0.2,2,F,3,10,2,1061,,,0
EMA00081123204950,2,0,1,,3,17,2,768,21,3,0
EMA00081123376470,2,0.1,2,G,3,17,3,462,4,0,1
EMA00081123626860,1,0,1,C,3,37,2,933,19,7,0
EMA00081123818080,1,0.3,2,,3,12,2,768,6,0,0
EMA00081124001350,2,0.2,1,G,3,49,1,282,11,,1
EMA00081124257730,2,0,2,G,3,,3,1173,5,0,1
EMA00081124423550,2,0.3,1,B,3,30,2,1241,5,0,0
EMA00081124518780,1,0.3,1,G,3,,2,812,9,2,0
EMA00081124612080,1,0.3,2,G,3,60,2,220,4,0,1
EMA00081124827230,1,0.3,1,,3,,3,704,5,0,0
EMA00081124943830,1,0.6,1,F,2,44,2,490,11,4,1
EMA00081125053920,1,0.3,2,,3,,3,458,21,11,0
EMA00081125081730,1,3.7,1,,2,14,2,771,11,0,1
EMA00081125242690,2,0.2,2,D,3,34,3,1103,6,3,0
EMA00081125651140,1,0.2,2,G,3,31,2,1103,9,0,0
EMA00081125756030,1,2.1,1,D,2,13,1,649,6,0,1
EMA00081125822550,1,3.3,1,G,2,24,1,490,,8,1
EMA00081126469840,1,0.3,1,D,3,37,2,721,4,0,0
EMA00081126596860,2,0,1,,3,30,2,520,11,0,1
EMA00081127180600,1,2.8,2,E,2,,3,314,9,0,1
EMA00081128069290,1,2.9,2,,2,32,3,152,,0,1
EMA00081128076690,2,0.5,1,E,2,41,2,873,8,0,1
EMA00081128129770,1,0.2,1,G,3,20,2,972,11,0,0
EMA00081128163730,2,0.2,2,G,3,45,2,490,11,0,0
EMA00081129140740,2,0.2,1,D,3,28,1,840,11,0,0
EMA00081129293800,1,0.1,2,D,3,20,1,988,6,0,0
EMA00081129554480,2,0,1,G,3,23,3,673,6,0,0
EMA00081129706360,2,0.3,2,D,3,43,1,578,6,0,0
EMA00081129771530,2,0.2,2,D,3,50,2,254,11,10,1
EMA00081130212200,1,0.1,2,D,3,35,1,684,9,1,0
EMA00081130248180,2,0.3,2,C,3,5,2,1316,4,0,0
EMA00081130395450,1,0.3,2,,3,49,2,605,14,5,0
EMA00081130512200,2,0.1,1,,3,21,3,737,6,0,0
EMA00081130742530,2,0.3,2,D,3,31,2,524,16,0,0
EMA00081130820750,2,0.3,1,C,3,41,2,653,6,2,0
EMA00081131054090,1,2.5,2,E,2,23,3,366,6,4,1
EMA00081131409640,2,0.1,1,G,3,,3,655,6,0,0
EMA00081131494690,1,0.8,2,G,2,50,2,253,8,0,1
EMA00081131577520,2,0.1,1,G,3,58,2,470,4,0,0
EMA00081132043750,1,2.9,2,,2,25,2,490,11,1,1
EMA00081132071390,1,0.5,2,G,2,51,3,458,14,13,1
EMA00081132106340,1,0,2,E,3,35,1,722,2,0,0
EMA00081132469840,2,0.2,2,F,3,16,2,1310,11,0,0
EMA00081132882660,2,2,1,,2,30,3,741,8,0,1
EMA00081132896510,1,0.3,1,G,3,33,2,1203,9,6,1
EMA00081132911390,1,1.2,1,G,2,41,1,771,16,11,1
EMA00081133061700,1,0.2,1,B,3,,3,424,6,0,1
EMA00081133227930,1,0,1,B,3,17,1,733,4,,0
EMA00081134442650,1,0.3,2,E,3,45,1,416,9,2,0
EMA00081134506930,2,0.2,2,E,3,45,1,424,4,0,0
EMA00081134511840,1,2.9,2,F,2,18,3,504,21,16,1
EMA00081134622420,1,0.3,2,,3,44,2,962,4,0,1
EMA00081135178380,1,0.3,2,E,2,52,2,565,6,4,1
EMA00081135332210,1,0.2,2,A,3,17,2,880,6,0,0
EMA00081135408340,2,0,2,D,3,23,3,768,18,6,0
EMA00081135530500,2,0.1,1,G,3,31,2,892,7,4,0
EMA00081135585640,1,2.2,1,G,2,30,2,416,6,4,1
EMA00081136086610,2,0,1,G,3,39,1,630,16,3,0
EMA00081136118820,1,0,1,,3,44,2,623,18,8,1
EMA00081136484830,1,1.1,2,G,2,35,2,366,4,0,1
EMA00081136658750,1,0.2,1,B,3,61,3,220,8,3,1
EMA00081136722570,2,0.3,2,B,3,38,2,116,6,0,0
EMA00081136890520,2,2.3,1,G,2,9,2,662,5,0,1
EMA00081136954140,1,0,1,G,3,21,2,782,5,0,0
EMA00081137127030,1,0.2,1,G,3,,1,694,11,2,0
EMA00081138118720,2,0,1,C,3,41,1,608,11,0,0
EMA00081138646410,1,0.1,2,,3,31,2,912,9,2,1
EMA00081138675140,1,0.1,1,D,3,47,2,560,11,0,1
EMA00081139486570,1,1.5,1,F,2,31,2,771,11,0,1
EMA00081139804320,1,3.2,2,E,2,19,2,275,6,0,1
EMA00081139875020,1,0.3,1,F,3,53,2,339,8,1,1
EMA00081140112730,1,0.1,1,E,3,56,1,366,14,12,0
EMA00081140185350,1,1.5,2,G,2,40,1,366,16,11,1
EMA00081140199650,2,0.2,2,,3,38,2,778,5,0,0
EMA00081140772380,1,2.2,1,F,2,13,3,771,4,0,1
EMA00081140802680,1,0.3,1,A,3,60,2,282,5,3,1
EMA00081141164270,1,3.8,1,D,2,5,2,578,3,0,1
EMA00081141427800,2,0,2,,3,46,3,655,11,6,0
EMA00081141571280,1,2.2,1,A,2,17,2,812,18,7,1
EMA00081141892730,2,0.2,1,G,3,33,2,741,6,0,0
EMA00081142127930,2,0.2,2,G,3,26,2,778,16,5,0
EMA00081142344990,1,0,1,B,3,,2,440,31,29,0
EMA00081142998190,2,0.1,2,C,3,10,1,1140,31,19,1
EMA00081143206780,1,1.3,1,,2,41,2,389,9,2,1
EMA00081143281270,1,0.2,2,G,3,30,2,1173,7,3,0
EMA00081143376150,1,0.3,1,G,3,49,1,988,13,10,1
EMA00081143526140,2,0,1,B,3,30,2,1060,14,0,0
EMA00081143950400,2,0.1,1,G,3,45,2,504,7,0,1
EMA00081144186270,1,0.6,1,,2,53,2,424,8,4,1
EMA00081144225910,2,0.3,1,B,3,25,2,565,14,,0
EMA00081144447860,2,0.1,2,E,3,27,2,931,9,,0
EMA00081144561400,1,0.1,1,G,3,,3,416,8,6,1
EMA00081144661530,1,0.9,2,C,2,40,1,490,14,7,1
EMA00081144705810,1,0.1,1,G,3,24,2,1271,16,4,0
EMA00081145932110,1,1.3,2,D,2,20,3,855,7,0,1
EMA00081145964400,1,1.4,1,,2,,1,565,21,2,1
EMA00081145980910,1,0,2,B,3,21,3,757,16,11,0
EMA00081146544970,1,0.3,1,E,3,49,2,416,14,11,1
EMA00081147139370,2,0.3,1,G,3,29,3,722,5,0,1
EMA00081147330810,1,0.3,1,B,3,42,1,933,6,0,1
EMA00081147540360,1,0.3,1,F,3,52,2,339,4,0,0
EMA00081147690310,1,0.3,2,G,3,40,3,933,4,0,1
EMA00081147709170,2,0,1,G,3,26,2,713,5,4,0
EMA00081147800630,1,2.4,2,G,2,34,2,253,5,0,1
EMA00081147807520,1,0.5,1,G,2,58,3,233,4,0,1
EMA00081147871960,1,1.7,1,C,2,40,2,424,5,0,1
EMA00081148149800,1,0.6,1,G,2,48,3,565,8,4,1
EMA00081148192860,1,2.1,1,E,2,,2,1082,6,3,1
EMA00081149210020,1,0.1,2,F,3,,2,1296,14,10,0
EMA00081149337330,1,0.3,2,F,3,66,2,366,6,0,0
EMA00081149574880,1,0,1,A,3,57,2,518,11,0,1
EMA00081149664620,2,0,1,,3,39,2,673,16,6,0
EMA00081149725400,1,0.1,1,,3,33,1,892,24,16,0
EMA00081150059350,2,0.2,1,E,3,44,1,721,5,0,0
EMA00081150409900,2,0,2,G,3,37,2,220,,0,0
EMA00081150870970,1,0.1,2,C,3,37,2,988,9,5,0
EMA00081150999800,2,0.2,1,D,3,50,3,458,6,0,1
EMA00081151002320,2,0,1,G,3,43,2,678,6,0,1
EMA00081151352470,1,2.9,1,,2,25,2,190,11,2,1
EMA00081151440520,2,0.2,1,G,3,50,3,40,8,5,1
EMA00081151461080,2,0.2,2,,3,27,2,684,9,0,0
EMA00081151476400,2,0.1,2,,3,5,3,1173,2,0,0
EMA00081151717140,1,0,1,G,3,57,1,733,8,0,0
EMA00081151849360,1,0.1,2,,3,30,3,721,11,10,0
EMA00081151977710,2,0.3,1,F,3,5,2,751,4,0,0
EMA00081152399800,1,1,1,,2,20,2,636,21,7,1
EMA00081152655290,1,0.3,1,B,3,34,2,880,6,5,0
EMA00081152704350,1,0.2,1,G,2,57,2,389,8,0,1
EMA00081152962620,1,0.1,1,D,3,54,2,490,21,6,0
EMA00081153158580,1,0.1,1,G,3,13,1,1280,4,1,0
EMA00081153337870,1,0,1,G,3,30,2,931,21,3,0
EMA00081153431890,2,0.3,2,G,3,22,3,623,4,0,0
EMA00081153501670,1,1.1,1,E,2,28,3,366,6,0,1
EMA00081153922950,1,1.2,1,E,2,50,2,99,6,4,1
EMA00081153978840,1,2.4,2,G,2,19,1,721,4,0,1
EMA00081154336260,1,4.3,1,E,2,22,1,79,14,0,1
EMA00081154614150,2,0,1,D,3,19,2,806,2,0,0
EMA00081154685100,2,0.1,2,,3,21,3,987,4,3,0
EMA00081155759700,1,2.4,1,E,2,33,2,352,11,9,1
EMA00081155771490,2,0.1,1,G,3,25,2,462,8,0,0
EMA00081155944850,1,0.1,2,D,3,9,1,713,11,2,0
EMA00081156026810,1,3.2,2,D,2,28,2,366,8,0,1
EMA00081156145800,2,0,1,B,3,,1,462,16,2,1
EMA00081156173010,2,0.2,2,,3,,3,560,21,4,0
EMA00081156387440,1,0,1,D,3,19,2,1203,5,3,0
EMA00081156414060,1,0.2,2,C,3,27,1,630,11,10,0
EMA00081157120380,1,0.3,1,D,1,,2,605,1,0,1
EMA00081157391990,1,2.1,1,G,2,41,3,190,14,12,1
EMA00081157581710,1,0.3,1,A,3,,3,1216,4,0,1
EMA00081157957880,2,0.1,2,G,3,40,2,593,9,0,1
EMA00081158032130,2,0.2,2,G,3,35,3,577,4,1,0
EMA00081158270910,1,1.5,1,,2,45,2,470,14,0,1
EMA00081158403360,1,0.3,1,C,3,39,2,704,11,0,1
EMA00081158531940,1,0,1,C,3,42,3,988,6,0,1
EMA00081158718820,2,0.1,2,G,3,40,2,419,4,0,1
EMA00081158838220,1,2.7,2,C,2,29,3,389,7,3,1
EMA00081159033730,2,0,1,G,3,24,1,1262,18,14,0
EMA00081159189410,1,0.2,1,G,3,25,3,757,9,8,0
EMA00081159455360,2,0,2,E,3,23,2,1296,2,0,0
EMA00081159652750,1,0.3,1,F,3,55,2,132,11,7,0
EMA00081159686200,1,0.3,2,B,3,39,2,1102,11,,0
EMA00081160048580,1,0.6,2,G,2,38,1,700,13,0,1
EMA00081160676040,2,1.6,1,G,2,30,2,152,4,,1
EMA00081160687250,2,0.3,1,C,3,21,1,1262,11,0,0
EMA00081160788960,1,0.1,1,G,3,14,2,1280,11,0,0
EMA00081161250100,1,0.1,1,E,3,,2,314,4,,1
EMA00081161276400,2,0.2,1,D,3,36,2,988,9,3,1
EMA00081161298430,1,0.2,2,B,3,32,2,827,31,21,0
EMA00081161481080,1,1.8,1,C,2,26,2,733,11,0,1
EMA00081161798220,1,0.3,1,D,3,21,2,773,5,0,0
EMA00081161875500,1,0.1,1,D,3,,3,1229,11,5,1
EMA00081162127560,1,0.1,2,C,3,32,3,1271,9,0,0
EMA00081162137870,1,0.2,1,D,1,0,2,462,1,0,1
EMA00081162188200,1,2.6,2,F,2,,2,1103,11,2,1
EMA00081162254560,1,0.1,1,,3,35,1,649,14,0,0
EMA00081162432610,1,0.3,1,G,3,67,2,116,6,0,1
EMA00081162533450,1,0.1,2,D,3,20,2,1309,14,12,0
EMA00081162670500,2,0.2,1,E,3,52,3,152,4,,0
EMA00081162898170,1,1.3,2,G,2,35,2,565,11,8,1
EMA00081163109420,2,0.3,1,G,3,20,2,939,11,2,0
EMA00081163110190,2,0.1,1,G,3,8,1,1189,3,2,0
EMA00081163173200,2,0.3,1,B,3,,2,904,9,0,0
EMA00081163352900,1,0.3,2,G,3,17,2,988,6,5,0
EMA00081163548720,1,1.1,1,C,2,42,2,392,21,9,1
EMA00081163597150,1,0.1,1,G,3,19,2,737,14,7,0
EMA00081163722360,1,0.2,1,G,3,20,2,982,14,2,0
EMA00081164712040,2,0.2,1,G,3,,1,1252,16,9,0
EMA00081164818560,2,0.5,1,,2,38,2,733,11,10,1
EMA00081165059230,1,0.3,1,B,2,55,1,311,16,3,1
EMA00081165060910,1,0,1,,3,46,2,520,6,0,0
EMA00081165531300,1,0,2,G,3,30,2,730,14,12,1
EMA00081165538050,2,0.3,1,D,2,46,2,655,16,1,1
EMA00081165633040,1,2.5,2,G,2,30,1,565,6,0,1
EMA00081165848990,1,0.3,1,D,3,50,1,700,14,7,1
EMA00081166042510,2,0.3,2,C,3,12,3,931,4,0,0
EMA00081166078130,1,0.2,2,F,3,,2,812,5,0,0
EMA00081166163500,1,0.2,1,,3,35,1,470,9,0,1
EMA00081166207230,2,0,2,C,3,20,2,892,8,0,0
EMA00081166345440,1,0,2,B,3,18,2,1102,7,4,0
EMA00081166368860,2,0.1,1,D,3,50,2,470,11,0,0
EMA00081166634800,2,0.3,2,D,3,,2,662,6,0,1
EMA00081166860950,1,2.2,1,C,2,37,2,116,4,0,1
EMA00081167025410,1,0.3,1,E,2,24,2,1157,6,,1
EMA00081167133340,1,2.2,1,G,2,30,1,366,6,0,1
EMA00081167671020,2,0,1,,3,15,2,484,4,0,1
EMA00081167907630,1,0.2,1,G,3,45,2,700,11,2,1
EMA00081168007620,1,0.4,1,B,2,36,2,988,16,13,1
EMA00081168208090,1,0.3,2,,3,44,2,933,16,1,1
EMA00081168413390,2,0.2,1,F,3,27,2,1216,6,0,0
EMA00081168474730,2,0.2,1,C,3,20,1,977,,13,1
EMA00081169206110,1,0.2,2,,3,18,2,1309,9,0,1
EMA00081169208090,1,0.2,2,E,3,,3,605,11,5,0
EMA00081169624360,2,0.3,1,E,3,20,2,737,16,9,0
EMA00081169649060,1,1.3,1,D,2,33,1,542,11,0,1
EMA00081170142400,1,0.3,1,G,3,,1,855,16,0,0
EMA00081170194490,2,0.1,2,D,3,8,1,721,6,2,0
EMA00081170225120,2,0.2,1,B,3,29,1,649,9,0,0
EMA00081170340720,1,0.1,2,,3,40,2,655,6,3,1
EMA00081170492120,1,0,1,B,3,,2,1262,9,0,0
EMA00081170612750,2,0.7,1,E,2,26,1,560,4,0,1
EMA00081170678860,2,0.2,1,,3,43,3,608,8,2,1
EMA00081170739280,1,0.1,1,B,3,43,2,741,9,5,0
EMA00081171004910,1,0,1,E,3,61,2,311,11,7,1
EMA00081171012260,1,0.3,1,G,3,32,2,988,16,15,0
EMA00081171029630,2,0,1,C,3,34,1,880,11,,1
EMA00081171144710,1,0.3,2,A,3,15,1,892,2,0,0
EMA00081171351250,1,0.2,1,G,3,33,2,741,13,0,0
EMA00081171521250,1,0.2,2,,3,,3,841,16,14,0
EMA00081171654250,1,0,2,B,3,25,2,565,16,9,0
EMA00081171690420,1,0,1,G,3,35,2,704,21,12,1
EMA00081171708190,1,2.8,2,E,2,15,1,542,4,0,1
EMA00081172354260,1,0,2,C,3,38,3,630,21,2,0
EMA00081172394830,1,0.3,2,B,3,29,1,678,4,3,0
EMA00081172437390,1,0.3,2,A,3,27,1,661,,8,0
EMA00081173255120,1,0.2,1,E,3,22,2,737,9,0,0
EMA00081173292620,2,0.1,2,G,3,23,2,778,11,7,0
EMA00081173416430,1,0.2,1,G,3,,2,892,26,20,0
EMA00081173565240,1,0.2,2,E,3,46,2,577,6,0,0
EMA00081174010560,1,0.1,1,G,3,54,3,440,16,0,0
EMA00081174963060,1,0.1,2,,3,56,1,282,6,0,1
EMA00081175065790,1,0.3,2,G,3,25,2,1203,4,1,0
EMA00081175480860,1,0.1,2,G,3,25,3,768,11,0,0
EMA00081175628050,1,3.9,2,,2,15,2,352,6,4,1
EMA00081175824270,1,0.2,2,G,3,50,2,504,11,0,1
EMA00081176077260,1,0.2,1,A,1,0,3,366,1,0,1
EMA00081176254150,1,0.2,2,F,3,21,1,946,2,0,0
EMA00081176311370,2,0.8,1,E,2,45,3,424,31,21,1
EMA00081176345580,2,0.3,1,,3,37,2,760,8,0,1
EMA00081176519870,1,0.2,2,B,3,38,2,1082,9,6,0
EMA00081176757800,1,0,1,,3,19,2,967,26,14,0
EMA00081177028320,1,0,1,B,3,50,2,253,,0,1
EMA00081177208460,2,0.2,2,F,3,6,2,649,6,0,0
EMA00081177311330,1,0,1,,3,23,2,939,31,14,0
EMA00081177494190,1,0.3,2,F,3,39,2,1014,11,8,0
EMA00081177674670,2,0.3,1,G,3,43,3,760,16,0,0
EMA00081178152740,2,2.1,1,G,2,18,2,51,14,0,1
EMA00081178356050,1,0.3,2,G,3,,3,904,16,12,1
EMA00081178468800,2,0,1,C,1,0,2,440,1,0,1
EMA00081178497150,1,3.9,1,G,2,20,3,389,6,0,1
EMA00081178676750,1,0.2,1,G,3,41,3,623,8,6,1
EMA00081178737650,1,0,1,B,1,0,1,490,1,0,1
EMA00081178810490,2,0.2,2,G,3,50,2,841,9,8,0
EMA00081179059660,1,0.2,2,E,3,20,2,977,2,0,0
EMA00081179234420,2,0,1,G,3,44,1,962,16,0,0
EMA00081179294810,1,0.9,2,G,2,38,1,655,4,0,1
EMA00081179449390,2,0.1,2,E,3,55,1,470,11,0,0
EMA00081179625380,1,0.3,1,B,3,47,2,694,5,0,1
EMA00081179816150,2,0.2,2,C,3,32,1,1103,5,0,1
EMA00081179956080,1,0.2,1,F,3,40,3,796,4,0,1
EMA00081181276210,1,0.2,1,C,3,52,2,311,6,0,0
EMA00081181497650,2,0,1,G,3,31,2,1203,19,10,1
EMA00081181846360,1,0.2,2,,3,20,2,904,11,0,0
EMA00081181888160,2,0,1,G,3,42,3,655,16,2,1
EMA00081182205890,1,0,2,B,3,21,2,789,16,13,0
EMA00081182454660,2,0.1,2,D,3,23,2,960,6,0,0
EMA00081182472040,2,0.2,2,,3,12,2,593,9,0,0
EMA00081183007830,1,0,2,E,3,52,3,440,10,3,0
EMA00081183028440,1,2.7,2,D,2,37,3,40,6,0,1
EMA00081183183600,1,0.1,2,F,3,,2,694,11,5,1
EMA00081183216230,2,0.3,1,C,3,44,1,721,26,11,0
EMA00081183254470,2,0.2,1,,3,39,3,1061,11,3,0
EMA00081183285240,2,0,1,D,3,27,2,741,21,6,0
EMA00081183292090,2,0,2,F,3,,1,470,5,0,0
EMA00081183729710,1,0.2,1,G,3,47,3,605,16,3,0
EMA00081183797630,1,2.1,1,F,2,43,2,40,11,1,1
EMA00081183842730,2,0.1,1,F,3,22,2,855,21,9,0
EMA00081184283760,1,0.3,1,G,3,,2,694,16,5,1
EMA00081184393130,1,0,1,E,3,37,2,841,4,0,1
EMA00081184470330,2,0.2,1,D,3,27,3,678,11,2,0
EMA00081184632830,2,0,2,,3,13,2,827,11,4,0
EMA00081184815340,2,0.2,1,D,1,0,2,190,1,0,1
EMA00081184901460,2,0.3,2,G,3,22,2,778,11,9,0
EMA00081185045220,2,0.1,2,,1,0,2,282,1,0,1
EMA00081185156310,2,1.9,1,,2,34,2,339,4,0,1
EMA00081185504870,1,0.1,2,,3,51,2,389,16,13,1
EMA00081185716490,2,0,1,F,3,41,2,440,3,0,0
EMA00081185845610,1,0.2,2,G,3,,2,812,11,6,1
EMA00081185980720,2,0.2,1,E,3,57,3,187,6,2,1
EMA00081186117750,2,0.2,2,B,1,0,2,704,1,0,1
EMA00081186248270,1,0.3,2,B,3,27,3,880,31,30,0
EMA00081186411390,1,0,2,F,3,25,3,939,14,2,0
EMA00081186412370,2,0.1,1,G,1,0,2,795,1,0,1
EMA00081186637660,1,0,1,G,1,,3,524,1,0,1
EMA00081186910780,2,0,2,C,3,32,1,187,3,0,0
EMA00081186983200,1,0.2,1,G,3,30,2,751,10,4,0
EMA00081187437400,1,0.8,1,B,2,48,1,314,2,0,1
EMA00081187495950,1,0.2,1,G,3,36,2,694,16,4,1
EMA00081187741820,2,0.2,1,D,3,30,2,737,4,0,1
EMA00081187910570,2,0,1,G,3,,2,873,6,0,1
EMA00081188387760,2,0,2,,3,15,3,684,5,3,0
EMA00081188433000,1,0.3,1,D,3,25,2,931,11,0,0
EMA00081188606100,2,0.1,1,F,3,24,2,737,4,0,0
EMA00081188894130,2,0,2,,3,,2,771,,0,0
EMA00081189071920,1,0.2,2,G,3,41,2,778,19,15,1
EMA00081189324470,1,0.2,2,F,3,38,2,560,5,0,0
EMA00081189524370,1,1.5,2,,2,18,2,737,,0,1
EMA00081189528920,1,0,1,G,3,26,1,778,14,13,0
EMA00081189923250,1,3.2,1,B,2,,3,251,6,0,1
EMA00081190910830,2,0.1,2,C,3,,2,946,9,0,0
EMA00081191428020,2,0.2,1,G,3,39,2,760,14,13,1
EMA00081192254410,1,1.8,2,,2,37,2,424,3,2,1
EMA00081192261900,1,0.3,1,G,3,33,2,771,11,4,0
EMA00081192375060,1,1.1,1,G,2,45,2,389,14,9,1
EMA00081192487750,1,0,1,G,3,39,1,1061,16,15,1
EMA00081193253540,1,0.3,2,C,3,44,1,1038,21,5,1
EMA00081193275910,1,0.1,1,,3,49,2,311,21,15,0
EMA00081193368300,1,3.6,1,D,2,17,1,424,21,15,1
EMA00081193827930,1,0,2,G,3,46,2,524,16,4,0
EMA00081193974730,1,0.1,1,,3,29,2,366,,1,0
EMA00081194049380,1,0.3,1,B,3,42,2,741,13,0,0
EMA00081194244340,1,0,2,B,3,,2,1262,7,0,0
EMA00081194824760,1,0.3,2,G,3,61,3,419,3,0,1
EMA00081194864680,2,1.5,1,E,2,35,1,771,11,6,1
EMA00081194898840,1,0.2,2,E,3,49,2,550,9,0,1
EMA00081195164530,1,0.2,1,B,3,,2,339,21,8,1
EMA00081195208320,1,0,1,D,3,,3,490,3,0,1
EMA00081195425590,1,0,2,B,3,,2,504,11,0,0
EMA00081195561730,1,0.1,2,G,3,48,1,366,6,0,1
EMA00081195650510,2,0.3,1,E,3,40,1,988,12,10,0
EMA00081195771690,2,0.3,2,G,3,54,2,190,4,0,0
EMA00081196184180,2,0,1,G,3,38,1,577,16,10,1
EMA00081196808910,1,0.2,2,C,3,29,2,902,16,3,1
EMA00081197376090,1,0.1,1,D,3,49,1,578,11,4,1
EMA00081197384890,2,0,1,G,3,40,3,424,2,0,1
EMA00081197781150,1,0.3,1,F,3,,2,713,11,0,1
EMA00081197881080,1,0.1,2,C,3,33,2,1216,24,19,0
EMA00081198050790,1,1.8,1,F,2,46,2,40,6,0,1
EMA00081198133730,1,0.2,2,B,1,0,2,673,1,0,0
EMA00081198553280,2,1.3,1,G,2,45,2,187,26,20,1
EMA00081198699570,1,1.9,2,C,2,28,3,605,16,5,1
EMA00081199484310,2,0.1,2,D,3,34,1,855,16,0,1
EMA00081199485170,1,0.3,2,B,3,52,2,806,14,0,1
